lebel_type	dis_co_occu	ran_ds_no	best_l1_ratio	best_C	best_cv_train_rmse	test_rmse
ori_leb	BMI	723	0.1	0.4	4.599	6.665
shuff_leb	BMI	723	0.1	1000.0	7.577	8.056
ori_leb	BMI	724	0.1	0.6	5.033	6.125
shuff_leb	BMI	724	0.1	1000.0	7.584	7.982
ori_leb	BMI	725	0.1	0.6	5.103	5.824
shuff_leb	BMI	725	0.1	1000.0	7.739	7.343
ori_leb	BMI	726	0.1	0.6	5.168	5.439
shuff_leb	BMI	726	0.1	1000.0	7.786	7.15
ori_leb	BMI	727	0.1	0.4	4.696	6.444
shuff_leb	BMI	727	0.1	10.0	7.529	8.163
ori_leb	BMI	728	0.1	0.4	4.87	5.616
shuff_leb	BMI	728	0.9	1.0	7.764	7.189
ori_leb	BMI	729	0.1	0.4	4.769	6.334
shuff_leb	BMI	729	0.1	1000.0	7.518	8.206
ori_leb	BMI	730	0.1	0.6	4.815	7.066
shuff_leb	BMI	730	0.6	1.0	7.279	9.104
ori_leb	BMI	731	0.1	0.4	4.802	5.836
shuff_leb	BMI	731	0.1	1.0	7.996	7.696
ori_leb	BMI	732	0.1	0.4	4.808	6.129
shuff_leb	BMI	732	0.1	1000.0	7.372	8.712
ori_leb	BMI	733	0.1	0.4	4.823	6.145
shuff_leb	BMI	733	0.1	1000.0	7.728	7.463
ori_leb	BMI	734	0.6	0.2	4.585	6.832
shuff_leb	BMI	734	0.6	1.0	7.3	9.226
ori_leb	BMI	735	0.1	0.4	4.862	5.929
shuff_leb	BMI	735	0.1	1000.0	7.575	7.993
ori_leb	BMI	736	0.1	0.6	5.162	5.464
shuff_leb	BMI	736	0.1	1000.0	7.848	6.878
ori_leb	BMI	737	0.1	0.6	4.946	6.414
shuff_leb	BMI	737	0.1	1000.0	7.521	8.204
ori_leb	BMI	738	0.1	0.4	4.728	6.713
shuff_leb	BMI	738	0.1	1000.0	7.64	7.803
ori_leb	BMI	739	0.1	0.4	4.745	6.111
shuff_leb	BMI	739	0.1	10.0	7.567	8.045
ori_leb	BMI	740	0.2	0.4	4.84	6.25
shuff_leb	BMI	740	0.1	10.0	7.781	7.163
ori_leb	BMI	741	0.1	0.4	4.75	6.296
shuff_leb	BMI	741	0.1	1000.0	7.638	7.749
ori_leb	BMI	742	0.1	0.4	4.86	5.973
shuff_leb	BMI	742	0.1	1000.0	7.677	7.596
ori_leb	BMI	743	0.1	0.4	4.817	6.099
shuff_leb	BMI	743	0.1	1000.0	7.686	7.563
ori_leb	BMI	744	0.1	0.4	4.647	6.712
shuff_leb	BMI	744	0.1	1000.0	7.324	8.876
ori_leb	BMI	745	0.1	0.4	4.763	6.106
shuff_leb	BMI	745	0.1	1000.0	7.503	8.27
ori_leb	BMI	746	0.1	0.6	5.059	5.753
shuff_leb	BMI	746	0.8	0.6	8.012	7.686
ori_leb	BMI	747	0.1	0.6	4.977	6.394
shuff_leb	BMI	747	0.1	1000.0	7.491	8.297
ori_leb	BMI	748	0.1	0.4	4.726	5.98
shuff_leb	BMI	748	0.8	1.0	7.857	6.969
ori_leb	BMI	749	0.1	0.6	4.987	6.626
shuff_leb	BMI	749	0.1	1000.0	7.345	8.862
ori_leb	BMI	750	0.1	0.6	5.08	6.117
shuff_leb	BMI	750	0.2	1.0	7.819	8.121
ori_leb	BMI	751	0.1	0.4	4.797	5.975
shuff_leb	BMI	751	0.1	1000.0	7.715	7.445
ori_leb	BMI	752	0.1	0.4	4.724	6.305
shuff_leb	BMI	752	0.1	1000.0	7.586	7.958
ori_leb	BMI	753	0.1	0.6	5.135	5.816
shuff_leb	BMI	753	0.1	1000.0	7.721	7.417
ori_leb	BMI	754	0.1	0.6	5.145	5.73
shuff_leb	BMI	754	0.1	1000.0	7.667	7.683
ori_leb	BMI	755	0.1	0.6	5.082	5.557
shuff_leb	BMI	755	0.1	1000.0	7.891	6.694
ori_leb	BMI	756	0.1	0.4	4.724	6.723
shuff_leb	BMI	756	0.1	1000.0	7.663	7.652
ori_leb	BMI	757	0.1	0.4	4.826	5.857
shuff_leb	BMI	757	0.1	1000.0	7.712	7.471
ori_leb	BMI	758	0.1	0.6	5.111	6.024
shuff_leb	BMI	758	0.1	1000.0	7.59	7.932
ori_leb	BMI	759	0.1	0.6	5.149	5.444
shuff_leb	BMI	759	0.1	10.0	7.839	6.914
ori_leb	BMI	760	0.1	0.4	4.817	5.732
shuff_leb	BMI	760	0.1	1000.0	7.816	7.012
ori_leb	BMI	761	0.1	0.4	4.914	5.821
shuff_leb	BMI	761	0.1	1000.0	7.632	7.784
ori_leb	BMI	762	0.1	0.6	5.082	5.938
shuff_leb	BMI	762	0.1	1000.0	7.516	8.219
ori_leb	BMI	763	0.1	0.6	5.116	5.611
shuff_leb	BMI	763	0.4	1.0	7.834	7.702
ori_leb	BMI	764	0.1	0.4	4.722	6.561
shuff_leb	BMI	764	0.1	1000.0	7.555	8.074
ori_leb	BMI	765	0.1	0.4	4.955	5.407
shuff_leb	BMI	765	0.8	1.0	7.772	7.39
ori_leb	BMI	766	0.1	0.6	5.09	6.231
shuff_leb	BMI	766	0.9	0.6	7.533	8.196
ori_leb	BMI	767	0.2	0.2	4.419	6.523
shuff_leb	BMI	767	0.1	1000.0	7.65	7.712
ori_leb	BMI	768	0.2	0.4	4.903	6.552
shuff_leb	BMI	768	0.1	10.0	7.474	8.365
ori_leb	BMI	769	0.8	0.2	4.8	6.874
shuff_leb	BMI	769	0.1	1000.0	7.664	7.674
ori_leb	BMI	770	0.1	0.4	4.738	6.676
shuff_leb	BMI	770	0.6	1.0	7.285	9.118
ori_leb	BMI	771	0.1	0.4	4.984	5.349
shuff_leb	BMI	771	0.1	1000.0	7.975	6.294
ori_leb	BMI	772	0.1	0.6	5.151	5.665
shuff_leb	BMI	772	0.1	1000.0	7.572	8.006
ori_leb	BMI	773	0.1	0.4	4.844	5.955
shuff_leb	BMI	773	0.9	1.0	7.406	8.497
ori_leb	BMI	774	0.1	0.4	4.658	6.561
shuff_leb	BMI	774	0.1	1000.0	7.628	7.807
ori_leb	BMI	775	0.1	0.4	4.903	5.835
shuff_leb	BMI	775	0.9	1.0	7.709	7.54
ori_leb	BMI	776	0.1	0.4	4.45	7.155
shuff_leb	BMI	776	0.1	1000.0	7.398	8.658
ori_leb	BMI	777	0.1	0.6	5.181	5.589
shuff_leb	BMI	777	0.1	1000.0	7.677	7.613
ori_leb	BMI	778	0.1	0.4	4.838	5.853
shuff_leb	BMI	778	0.1	1000.0	7.579	7.98
ori_leb	BMI	779	0.1	0.6	5.028	5.925
shuff_leb	BMI	779	0.1	1000.0	7.702	7.492
ori_leb	BMI	780	0.2	0.4	5.077	5.369
shuff_leb	BMI	780	0.1	1000.0	7.684	7.589
ori_leb	BMI	781	0.1	0.6	5.11	5.849
shuff_leb	BMI	781	0.1	1000.0	7.685	7.572
ori_leb	BMI	782	0.1	0.4	4.716	6.426
shuff_leb	BMI	782	0.1	1000.0	7.533	8.148
ori_leb	BMI	783	0.1	0.4	4.726	6.69
shuff_leb	BMI	783	0.1	1000.0	7.569	8.016
ori_leb	BMI	784	0.1	0.6	5.19	5.597
shuff_leb	BMI	784	0.1	1000.0	7.743	7.344
ori_leb	BMI	785	0.1	0.6	5.153	5.835
shuff_leb	BMI	785	0.1	1000.0	7.752	7.293
ori_leb	BMI	786	0.1	0.4	4.784	5.988
shuff_leb	BMI	786	0.4	1.0	7.542	8.201
ori_leb	BMI	787	0.1	0.4	4.938	5.443
shuff_leb	BMI	787	0.1	1000.0	7.709	7.467
ori_leb	BMI	788	0.1	0.6	5.149	5.656
shuff_leb	BMI	788	0.4	1.0	7.939	7.009
ori_leb	BMI	789	0.1	0.6	5.071	6.357
shuff_leb	BMI	789	0.1	1000.0	7.464	8.396
ori_leb	BMI	790	0.1	0.4	4.667	6.82
shuff_leb	BMI	790	0.8	1.0	7.291	8.981
ori_leb	BMI	791	0.1	0.6	5.071	6.156
shuff_leb	BMI	791	0.1	1000.0	7.798	7.09
ori_leb	BMI	792	0.1	0.4	4.777	6.211
shuff_leb	BMI	792	0.9	1.0	7.668	7.476
ori_leb	BMI	793	0.1	0.4	4.834	6.099
shuff_leb	BMI	793	0.4	1.0	7.497	8.719
ori_leb	BMI	794	0.1	0.4	4.756	6.193
shuff_leb	BMI	794	0.1	1000.0	7.452	8.492
ori_leb	BMI	795	0.1	0.6	4.986	6.176
shuff_leb	BMI	795	0.9	1.0	7.8	7.238
ori_leb	BMI	796	0.1	0.6	5.106	5.51
shuff_leb	BMI	796	0.4	1.0	8.052	7.257
ori_leb	BMI	797	0.9	0.2	4.709	7.292
shuff_leb	BMI	797	0.6	1.0	7.641	7.875
ori_leb	BMI	798	0.1	0.6	5.141	5.843
shuff_leb	BMI	798	0.1	1000.0	7.685	7.622
ori_leb	BMI	799	0.1	0.4	4.952	5.362
shuff_leb	BMI	799	0.1	1000.0	7.856	6.859
ori_leb	BMI	800	0.1	0.4	4.707	6.409
shuff_leb	BMI	800	0.9	1.0	7.562	8.174
ori_leb	BMI	801	0.1	0.4	4.764	6.235
shuff_leb	BMI	801	0.9	1.0	7.624	7.9
ori_leb	BMI	802	0.1	0.4	5.004	4.988
shuff_leb	BMI	802	0.9	1.0	8.056	6.025
ori_leb	BMI	803	0.1	0.4	4.636	6.765
shuff_leb	BMI	803	0.1	1000.0	7.488	8.324
ori_leb	BMI	804	0.1	0.4	4.808	5.829
shuff_leb	BMI	804	0.1	10.0	7.778	7.184
ori_leb	BMI	805	0.1	0.6	5.186	5.538
shuff_leb	BMI	805	0.1	1.0	7.976	7.716
ori_leb	BMI	806	0.1	0.4	4.841	6.113
shuff_leb	BMI	806	0.6	1.0	7.838	7.267
ori_leb	BMI	807	0.1	0.6	5.152	5.399
shuff_leb	BMI	807	0.4	1.0	8.034	7.125
ori_leb	BMI	808	0.1	0.4	4.922	5.387
shuff_leb	BMI	808	0.1	1000.0	7.749	7.307
ori_leb	BMI	809	0.1	0.6	4.827	6.938
shuff_leb	BMI	809	0.1	10.0	7.43	8.516
ori_leb	BMI	810	0.1	0.6	4.932	6.866
shuff_leb	BMI	810	0.1	1000.0	7.411	8.585
ori_leb	BMI	811	0.1	0.4	4.535	6.779
shuff_leb	BMI	811	0.1	1000.0	7.325	8.886
ori_leb	BMI	812	0.1	0.6	5.133	5.786
shuff_leb	BMI	812	0.1	1000.0	7.569	8.012
ori_leb	BMI	813	0.1	0.6	5.184	5.519
shuff_leb	BMI	813	0.1	1000.0	7.747	7.331
ori_leb	BMI	814	0.1	0.4	4.534	7.301
shuff_leb	BMI	814	0.1	1000.0	7.156	9.407
ori_leb	BMI	815	0.1	0.4	4.981	5.249
shuff_leb	BMI	815	0.1	1000.0	7.704	7.493
ori_leb	BMI	816	0.1	0.4	4.721	6.644
shuff_leb	BMI	816	0.1	1000.0	7.584	7.955
ori_leb	BMI	817	0.1	0.4	4.843	6.608
shuff_leb	BMI	817	0.1	1000.0	7.423	8.536
ori_leb	BMI	818	0.1	0.4	4.98	5.173
shuff_leb	BMI	818	0.9	1.0	7.75	7.232
ori_leb	BMI	819	0.1	0.6	4.995	6.309
shuff_leb	BMI	819	0.1	1000.0	7.512	8.221
ori_leb	BMI	820	0.1	0.6	4.922	6.667
shuff_leb	BMI	820	0.1	10.0	7.309	8.943
ori_leb	BMI	821	0.1	0.4	4.584	6.844
shuff_leb	BMI	821	0.1	1000.0	7.653	7.689
ori_leb	BMI	822	0.1	0.4	4.809	5.947
shuff_leb	BMI	822	0.1	1000.0	7.558	8.056
ori_leb	BMI	823	0.1	0.4	4.876	6.224
shuff_leb	BMI	823	0.1	1000.0	7.636	7.759
ori_leb	BMI	824	0.1	0.4	4.886	5.7
shuff_leb	BMI	824	0.9	0.6	8.0	7.112
ori_leb	BMI	825	0.1	0.6	5.056	6.013
shuff_leb	BMI	825	0.9	1.0	7.663	7.693
ori_leb	BMI	826	0.1	0.6	5.06	6.067
shuff_leb	BMI	826	0.1	1000.0	7.727	7.398
ori_leb	BMI	827	0.1	0.4	4.719	6.754
shuff_leb	BMI	827	0.9	1.0	7.444	8.479
ori_leb	BMI	828	0.1	0.4	4.804	6.128
shuff_leb	BMI	828	0.9	1.0	7.648	7.666
ori_leb	BMI	829	0.1	0.6	5.205	5.145
shuff_leb	BMI	829	0.8	1.0	7.882	6.934
ori_leb	BMI	830	0.1	0.6	4.949	6.702
shuff_leb	BMI	830	0.4	1.0	7.503	8.382
ori_leb	BMI	831	0.1	0.4	4.69	6.544
shuff_leb	BMI	831	0.1	1000.0	7.563	8.037
ori_leb	BMI	832	0.1	0.6	5.209	5.33
shuff_leb	BMI	832	0.1	1000.0	7.729	7.417
ori_leb	BMI	833	0.1	0.4	4.924	5.661
shuff_leb	BMI	833	0.1	1000.0	7.706	7.483
ori_leb	BMI	834	0.1	0.4	4.733	6.498
shuff_leb	BMI	834	0.1	10.0	7.731	7.379
ori_leb	BMI	835	0.1	0.4	4.807	5.742
shuff_leb	BMI	835	0.6	1.0	7.741	7.444
ori_leb	BMI	836	0.1	0.6	5.085	5.952
shuff_leb	BMI	836	0.1	10.0	7.704	7.481
ori_leb	BMI	837	0.1	0.4	4.891	5.641
shuff_leb	BMI	837	0.8	1.0	7.676	7.654
ori_leb	BMI	838	0.1	0.4	4.795	6.359
shuff_leb	BMI	838	0.4	1.0	7.76	7.603
ori_leb	BMI	839	0.1	0.6	5.058	5.962
shuff_leb	BMI	839	0.1	10.0	7.714	7.448
ori_leb	BMI	840	0.1	0.4	4.953	5.394
shuff_leb	BMI	840	0.1	1000.0	7.647	7.735
ori_leb	BMI	841	0.1	0.6	5.112	6.195
shuff_leb	BMI	841	0.1	1000.0	7.712	7.453
ori_leb	BMI	842	0.1	0.4	4.895	6.161
shuff_leb	BMI	842	0.1	1000.0	7.687	7.561
ori_leb	BMI	843	0.1	0.4	4.631	6.953
shuff_leb	BMI	843	0.4	1.0	7.346	8.766
ori_leb	BMI	844	0.1	0.6	5.083	6.321
shuff_leb	BMI	844	0.1	1000.0	7.563	8.062
ori_leb	BMI	845	0.1	0.4	4.951	5.533
shuff_leb	BMI	845	0.1	1000.0	7.687	7.588
ori_leb	BMI	846	0.1	0.6	5.047	6.104
shuff_leb	BMI	846	0.1	1000.0	7.491	8.299
ori_leb	BMI	847	0.1	0.4	4.796	6.361
shuff_leb	BMI	847	0.1	1000.0	7.526	8.179
ori_leb	BMI	848	0.1	0.6	5.02	6.263
shuff_leb	BMI	848	0.2	1.0	7.845	7.92
ori_leb	BMI	849	0.1	0.4	4.79	6.119
shuff_leb	BMI	849	0.8	1.0	7.403	8.558
ori_leb	BMI	850	0.1	0.6	4.922	6.443
shuff_leb	BMI	850	0.1	1000.0	7.497	8.318
ori_leb	BMI	851	0.1	0.4	4.707	6.612
shuff_leb	BMI	851	0.1	1000.0	7.551	8.08
ori_leb	BMI	852	0.1	0.4	4.805	5.957
shuff_leb	BMI	852	0.1	1000.0	7.771	7.213
ori_leb	BMI	853	0.1	0.4	4.88	5.57
shuff_leb	BMI	853	0.1	1000.0	7.648	7.71
ori_leb	BMI	854	0.1	0.6	5.163	5.638
shuff_leb	BMI	854	0.1	10.0	7.868	6.81
ori_leb	BMI	855	0.1	0.4	4.725	6.582
shuff_leb	BMI	855	0.1	1000.0	7.602	7.92
ori_leb	BMI	856	0.1	0.6	5.116	5.521
shuff_leb	BMI	856	0.8	1.0	7.937	7.293
ori_leb	BMI	857	0.1	0.6	5.1	6.283
shuff_leb	BMI	857	0.4	1.0	7.572	8.15
ori_leb	BMI	858	0.1	0.6	5.218	5.519
shuff_leb	BMI	858	0.1	1000.0	7.743	7.328
ori_leb	BMI	859	0.1	0.6	4.842	6.952
shuff_leb	BMI	859	0.1	1000.0	7.372	8.726
ori_leb	BMI	860	0.2	0.4	4.78	6.585
shuff_leb	BMI	860	0.9	1.0	7.49	8.362
ori_leb	BMI	861	0.1	0.4	4.819	5.887
shuff_leb	BMI	861	0.1	10.0	7.778	7.197
ori_leb	BMI	862	0.2	0.2	4.486	6.466
shuff_leb	BMI	862	0.1	1000.0	7.654	7.692
ori_leb	BMI	863	0.2	0.4	4.892	6.095
shuff_leb	BMI	863	0.1	1000.0	7.647	7.716
ori_leb	BMI	864	0.1	0.4	4.844	5.606
shuff_leb	BMI	864	0.1	10.0	7.855	6.864
ori_leb	BMI	865	0.1	0.6	4.95	6.614
shuff_leb	BMI	865	0.6	1.0	7.714	8.552
ori_leb	BMI	866	0.1	0.6	5.014	6.493
shuff_leb	BMI	866	0.9	1.0	7.506	8.33
ori_leb	BMI	867	0.1	0.4	4.81	5.918
shuff_leb	BMI	867	0.1	10.0	7.752	7.27
ori_leb	BMI	868	0.1	0.4	4.874	5.882
shuff_leb	BMI	868	0.1	10.0	7.812	7.067
ori_leb	BMI	869	0.1	0.4	4.685	6.521
shuff_leb	BMI	869	0.8	1.0	7.527	8.247
ori_leb	BMI	870	0.2	0.4	4.796	6.219
shuff_leb	BMI	870	0.9	0.6	7.859	7.258
ori_leb	BMI	871	0.1	0.6	5.11	5.978
shuff_leb	BMI	871	0.1	1000.0	7.645	7.721
ori_leb	BMI	872	0.1	0.4	4.701	6.401
shuff_leb	BMI	872	0.1	1000.0	7.393	8.638
ori_leb	BMI	873	0.1	0.4	4.677	6.452
shuff_leb	BMI	873	0.9	0.6	7.704	8.222
ori_leb	BMI	874	0.1	0.6	5.042	6.115
shuff_leb	BMI	874	0.1	1000.0	7.664	7.658
ori_leb	BMI	875	0.1	0.6	5.251	5.032
shuff_leb	BMI	875	0.1	1000.0	7.814	7.024
ori_leb	BMI	876	0.1	0.4	4.725	6.427
shuff_leb	BMI	876	0.9	1.0	7.436	8.506
ori_leb	BMI	877	0.1	0.4	4.831	6.013
shuff_leb	BMI	877	0.1	1000.0	7.597	7.951
ori_leb	BMI	878	0.1	0.6	4.938	6.571
shuff_leb	BMI	878	0.2	1.0	7.651	8.311
ori_leb	BMI	879	0.1	0.4	4.637	6.866
shuff_leb	BMI	879	0.6	1.0	7.313	9.082
ori_leb	BMI	880	0.1	0.6	5.078	5.748
shuff_leb	BMI	880	0.8	1.0	7.954	6.623
ori_leb	BMI	881	0.1	0.6	5.052	5.835
shuff_leb	BMI	881	0.1	1000.0	7.681	7.577
ori_leb	BMI	882	0.1	0.6	4.967	6.803
shuff_leb	BMI	882	0.6	1.0	7.624	7.955
ori_leb	BMI	883	0.1	0.4	4.915	5.829
shuff_leb	BMI	883	0.1	1000.0	7.768	7.238
ori_leb	BMI	884	0.1	0.6	5.04	5.986
shuff_leb	BMI	884	0.1	1000.0	7.686	7.559
ori_leb	BMI	885	0.1	0.4	5.024	5.032
shuff_leb	BMI	885	0.1	1000.0	7.789	7.131
ori_leb	BMI	886	0.1	0.4	4.451	7.465
shuff_leb	BMI	886	0.9	1.0	7.322	9.199
ori_leb	BMI	887	0.1	0.6	4.909	6.507
shuff_leb	BMI	887	0.1	1000.0	7.549	8.088
ori_leb	BMI	888	0.1	0.6	5.158	5.683
shuff_leb	BMI	888	0.1	1000.0	7.654	7.708
ori_leb	BMI	889	0.1	0.4	4.757	6.165
shuff_leb	BMI	889	0.1	1000.0	7.64	7.757
ori_leb	BMI	890	0.1	0.4	4.828	6.059
shuff_leb	BMI	890	0.6	1.0	7.987	6.736
ori_leb	BMI	891	0.1	0.6	5.084	5.66
shuff_leb	BMI	891	0.9	1.0	7.684	7.618
ori_leb	BMI	892	0.1	0.6	5.217	5.114
shuff_leb	BMI	892	0.1	1000.0	7.819	7.007
ori_leb	BMI	893	0.1	0.4	4.868	5.872
shuff_leb	BMI	893	0.2	1.0	7.716	7.726
ori_leb	BMI	894	0.1	0.4	4.745	6.598
shuff_leb	BMI	894	0.1	1000.0	7.403	8.607
ori_leb	BMI	895	0.1	0.6	5.283	4.957
shuff_leb	BMI	895	0.8	1.0	7.829	7.287
ori_leb	BMI	896	0.1	0.4	4.674	6.399
shuff_leb	BMI	896	0.1	10.0	7.632	7.791
ori_leb	BMI	897	0.1	0.4	5.048	4.903
shuff_leb	BMI	897	0.1	1000.0	7.858	6.841
ori_leb	BMI	898	0.1	0.6	5.022	6.142
shuff_leb	BMI	898	0.1	1000.0	7.628	7.788
ori_leb	BMI	899	0.1	0.4	4.937	5.394
shuff_leb	BMI	899	0.1	1000.0	7.763	7.269
ori_leb	BMI	900	0.1	0.6	5.142	5.191
shuff_leb	BMI	900	0.9	0.6	8.08	7.221
ori_leb	BMI	901	0.1	0.6	5.03	6.318
shuff_leb	BMI	901	0.4	1.0	7.545	8.558
ori_leb	BMI	902	0.4	0.4	5.034	5.984
shuff_leb	BMI	902	0.1	1000.0	7.601	7.896
ori_leb	BMI	903	0.1	0.4	4.917	5.468
shuff_leb	BMI	903	0.1	1000.0	7.775	7.213
ori_leb	BMI	904	0.1	0.6	5.274	5.174
shuff_leb	BMI	904	0.1	1000.0	7.674	7.614
ori_leb	BMI	905	0.1	0.6	5.129	5.632
shuff_leb	BMI	905	0.9	0.6	7.969	7.71
ori_leb	BMI	906	0.1	0.6	5.054	6.036
shuff_leb	BMI	906	0.1	1000.0	7.645	7.744
ori_leb	BMI	907	0.1	0.4	4.772	6.394
shuff_leb	BMI	907	0.6	1.0	7.677	8.045
ori_leb	BMI	908	0.1	0.6	4.928	6.554
shuff_leb	BMI	908	0.1	1000.0	7.616	7.836
ori_leb	BMI	909	0.1	0.4	4.901	6.005
shuff_leb	BMI	909	0.1	1000.0	7.645	7.724
ori_leb	BMI	910	0.1	0.4	4.688	6.557
shuff_leb	BMI	910	0.1	1000.0	7.451	8.452
ori_leb	BMI	911	0.1	0.6	5.09	6.064
shuff_leb	BMI	911	0.1	1000.0	7.517	8.225
ori_leb	BMI	912	0.1	0.6	5.011	6.353
shuff_leb	BMI	912	0.1	1000.0	7.459	8.445
ori_leb	BMI	913	0.1	0.4	4.813	5.926
shuff_leb	BMI	913	0.1	10.0	7.768	7.218
ori_leb	BMI	914	0.1	0.4	4.81	5.629
shuff_leb	BMI	914	0.4	1.0	8.029	6.807
ori_leb	BMI	915	0.8	0.2	4.764	6.676
shuff_leb	BMI	915	0.1	1000.0	7.58	7.976
ori_leb	BMI	916	0.1	0.4	4.667	6.425
shuff_leb	BMI	916	0.1	1000.0	7.639	7.746
ori_leb	BMI	917	0.1	0.4	4.676	6.778
shuff_leb	BMI	917	0.1	1000.0	7.367	8.736
ori_leb	BMI	918	0.1	0.4	4.81	6.11
shuff_leb	BMI	918	0.6	1.0	7.844	7.079
ori_leb	BMI	919	0.1	0.6	5.103	5.613
shuff_leb	BMI	919	0.1	1000.0	7.801	7.076
ori_leb	BMI	920	0.1	0.4	4.899	5.664
shuff_leb	BMI	920	0.1	10.0	7.799	7.084
ori_leb	BMI	921	0.1	0.4	4.815	5.895
shuff_leb	BMI	921	0.1	1000.0	7.67	7.622
ori_leb	BMI	922	0.1	0.6	5.14	5.648
shuff_leb	BMI	922	0.1	1000.0	7.755	7.276
ori_leb	BMI	923	0.1	0.4	4.777	6.137
shuff_leb	BMI	923	0.1	1000.0	7.725	7.4
ori_leb	BMI	924	0.1	0.4	5.0	4.936
shuff_leb	BMI	924	0.6	1.0	7.864	7.076
ori_leb	BMI	925	0.1	0.4	4.55	7.111
shuff_leb	BMI	925	0.4	1.0	7.55	8.127
ori_leb	BMI	926	0.2	0.4	4.848	6.127
shuff_leb	BMI	926	0.1	1000.0	7.76	7.258
ori_leb	BMI	927	0.1	0.6	5.273	4.912
shuff_leb	BMI	927	0.8	1.0	7.922	6.675
ori_leb	BMI	928	0.1	0.4	4.958	5.309
shuff_leb	BMI	928	0.1	1000.0	7.672	7.615
ori_leb	BMI	929	0.1	0.6	5.167	5.663
shuff_leb	BMI	929	0.8	1.0	7.724	7.704
ori_leb	BMI	930	0.1	0.4	4.612	7.051
shuff_leb	BMI	930	0.1	1000.0	7.235	9.167
ori_leb	BMI	931	0.1	0.6	5.192	5.673
shuff_leb	BMI	931	0.1	1000.0	7.73	7.385
ori_leb	BMI	932	0.1	0.4	4.758	6.372
shuff_leb	BMI	932	0.1	1000.0	7.692	7.548
ori_leb	BMI	933	0.1	0.4	4.76	6.769
shuff_leb	BMI	933	0.1	10.0	7.487	8.321
ori_leb	BMI	934	0.1	0.6	5.261	4.92
shuff_leb	BMI	934	0.1	1000.0	7.869	6.772
ori_leb	BMI	935	0.1	0.6	5.135	5.347
shuff_leb	BMI	935	0.1	1000.0	7.775	7.21
ori_leb	BMI	936	0.1	0.4	4.613	6.934
shuff_leb	BMI	936	0.1	10.0	7.331	8.849
ori_leb	BMI	937	0.1	0.4	4.808	5.95
shuff_leb	BMI	937	0.9	1.0	7.825	7.034
ori_leb	BMI	938	0.1	0.4	4.854	5.932
shuff_leb	BMI	938	0.1	1000.0	7.621	7.814
ori_leb	BMI	939	0.1	0.6	5.27	5.389
shuff_leb	BMI	939	0.1	10.0	7.758	7.267
ori_leb	BMI	940	0.1	0.6	5.148	5.964
shuff_leb	BMI	940	0.1	1000.0	7.697	7.517
ori_leb	BMI	941	0.1	0.4	4.737	6.6
shuff_leb	BMI	941	0.6	1.0	7.497	8.706
ori_leb	BMI	942	0.1	0.6	5.128	6.188
shuff_leb	BMI	942	0.6	1.0	7.668	7.64
ori_leb	BMI	943	0.1	0.4	4.639	6.726
shuff_leb	BMI	943	0.1	1000.0	7.503	8.259
ori_leb	BMI	944	0.1	0.6	5.02	5.78
shuff_leb	BMI	944	0.9	1.0	7.741	7.451
ori_leb	BMI	945	0.1	0.6	4.971	6.602
shuff_leb	BMI	945	0.1	1000.0	7.566	8.031
ori_leb	BMI	946	0.1	0.4	4.855	6.235
shuff_leb	BMI	946	0.1	1000.0	7.684	7.579
ori_leb	BMI	947	0.1	0.6	5.08	5.672
shuff_leb	BMI	947	0.1	1000.0	7.854	6.856
ori_leb	BMI	948	0.1	0.4	4.709	6.458
shuff_leb	BMI	948	0.1	10.0	7.659	7.668
ori_leb	BMI	949	0.1	0.6	5.175	5.324
shuff_leb	BMI	949	0.4	1.0	7.852	7.416
ori_leb	BMI	950	0.1	0.4	4.871	6.0
shuff_leb	BMI	950	0.1	1000.0	7.891	6.67
ori_leb	BMI	951	0.4	0.4	5.099	5.885
shuff_leb	BMI	951	0.1	1000.0	7.691	7.582
ori_leb	BMI	952	0.2	0.4	4.938	5.737
shuff_leb	BMI	952	0.1	1000.0	7.664	7.658
ori_leb	BMI	953	0.1	0.4	4.609	6.971
shuff_leb	BMI	953	0.9	1.0	7.339	9.085
ori_leb	BMI	954	0.1	0.4	4.654	6.514
shuff_leb	BMI	954	0.4	1.0	7.69	7.938
ori_leb	BMI	955	0.1	0.4	4.88	5.538
shuff_leb	BMI	955	0.9	1.0	7.82	7.096
ori_leb	BMI	956	0.1	0.6	5.124	5.65
shuff_leb	BMI	956	0.9	1.0	7.8	7.138
ori_leb	BMI	957	0.1	0.6	5.145	5.732
shuff_leb	BMI	957	0.1	1000.0	7.718	7.438
ori_leb	BMI	958	0.1	0.6	5.172	5.412
shuff_leb	BMI	958	0.6	1.0	7.747	7.61
ori_leb	BMI	959	0.1	0.6	4.921	6.803
shuff_leb	BMI	959	0.1	10.0	7.254	9.089
ori_leb	BMI	960	0.1	0.4	4.831	6.19
shuff_leb	BMI	960	0.1	1000.0	7.685	7.565
ori_leb	BMI	961	0.1	0.4	4.86	5.627
shuff_leb	BMI	961	0.1	1000.0	7.807	7.067
ori_leb	BMI	962	0.1	0.4	4.88	5.831
shuff_leb	BMI	962	0.8	1.0	7.732	7.65
ori_leb	BMI	963	0.1	0.4	4.886	5.394
shuff_leb	BMI	963	0.4	1.0	7.908	7.14
ori_leb	BMI	964	0.1	0.6	5.101	5.911
shuff_leb	BMI	964	0.8	1.0	7.738	7.715
